frequency,wavelength,ajoint,score,mean_fx,mean_fy,mean_abs_fy,mean_force_mag,peak_force_mag,energy_proxy
1.2000000000000002,1.65,0.45,4.36948546862946,5.110399525502742,-1.7269550856825584,14.818281137465647,18.678988650465456,28.72677737530585,0.10088704480029456
1.2000000000000002,1.45,0.45,4.362345930475493,5.054638585640751,-1.6642944602885272,13.845853103305162,16.440245388143545,26.645832664669935,0.10069712471227903
1.3,1.3,0.45,4.348749073742713,5.066188210099244,0.1908657072985164,14.348782727130615,16.261782913554125,25.451756614819786,0.10169433845019846
1.2000000000000002,1.7000000000000002,0.45,4.3090869720886396,5.056126481071473,-1.7254222905585666,14.940790179656682,19.142426953347986,28.759997744184762,0.10095758293903774
1.2000000000000002,1.4,0.45,4.281545199674202,4.955610343455114,-1.6286155276201262,13.481302875618246,15.778358273814023,25.90538480289654,0.10069414105353836
1.3,1.65,0.45,4.226934974494888,5.028800290970876,0.2191443695524822,16.03730632951976,20.426289646978844,28.96451567198876,0.10158501091972649
1.1500000000000001,1.55,0.45,4.226531366675309,4.928537680473071,-1.97989613517969,14.040126275955235,17.009810662890036,27.137392237612087,0.10122949535670898
1.2000000000000002,1.75,0.45,4.225854241678439,4.976832689523147,-1.7178662407371872,15.019568956894155,19.570593183894946,28.786301488078887,0.10103020922491997
1.25,1.25,0.45,4.22031708772515,4.879744981393713,-0.4683741663023073,13.188557873371241,14.775120876599079,23.74423833972164,0.10050243924941754
1.1500000000000001,1.6,0.45,4.2134523497189384,4.928237206521546,-2.0212731943826685,14.295697136052151,17.55132273512419,27.689691330067486,0.10125559674700861
1.1500000000000001,1.5,0.45,4.2106230531685584,4.89768234667032,-1.9309929656561848,13.741185870035217,16.430249853682493,26.518931961303487,0.10119598307657653
1.1500000000000001,1.65,0.45,4.177614422070231,4.903071335292302,-2.055118046279307,14.509138264441418,18.056979551946743,28.1757312211216,0.10127370993904569
1.1500000000000001,1.45,0.45,4.160510552051991,4.8304698334218426,-1.8751018490742257,13.399185627397024,15.812017252591765,25.74299378068671,0.10115636730480386
1.2000000000000002,1.35,0.45,4.153500791626257,4.80698784306697,-1.5844030409116434,13.069741028814255,15.074657610695365,25.006995620554793,0.10071729090799782
1.1,1.7000000000000002,0.45,4.14954201275292,4.817701478062397,-0.850302075657996,13.363189306189543,17.056934661028077,27.791019452257572,0.10073377891382615
1.1,1.65,0.45,4.149003901677465,4.807181069559647,-0.8159960949628859,13.163543357643643,16.58645085529878,27.317461680052986,0.10060929065511755
1.3,1.25,0.45,4.140617812708894,4.831791141698587,0.18609888436838598,13.82346657979386,15.429464471783824,24.456530339931735,0.10162088024256122
1.1,1.75,0.45,4.134632185683807,4.81133550557063,-0.8828565104210357,13.534066397736472,17.498138456546208,28.218258690539315,0.10086196854556885
1.1,1.6,0.45,4.1293243642714135,4.776074828765529,-0.7802248142412891,12.935009289882311,16.08571922511212,26.776383181945924,0.10049408225678019
1.1500000000000001,1.7000000000000002,0.45,4.121864188473714,4.855962866575627,-2.081760020851584,14.68197356203826,18.52857408395376,28.57136306724947,0.10128379856135288
1.2000000000000002,1.8,0.45,4.12129186001005,4.874505222130166,-1.7049124980398638,15.064267242402309,19.96910933545187,28.8061576781898,0.10110235420586257
1.1,1.8,0.45,4.102010172016714,4.785642005142661,-0.911952459762367,13.672636662518945,17.908245757999108,28.381069255578698,0.10098932295555092
1.1,1.55,0.45,4.089104010536948,4.723026986380863,-0.7435611917188477,12.678459516878295,15.556095348757655,26.0461553424105,0.10039476114688084
1.1500000000000001,1.4,0.45,4.074214563107333,4.725125456701212,-1.8134584247513388,13.018217871877583,15.15847273399076,24.750024477014225,0.10111288666848522
1.3,1.7000000000000002,0.45,4.047734912977943,4.851511687211157,0.21986338199465263,16.07553548466427,20.85444537894471,28.963733180275888,0.1015198880441855
1.1500000000000001,1.75,0.45,4.04255300834237,4.783076202392948,-2.1011251052043862,14.810463881011556,18.963200278845314,28.610362108083166,0.10128620456789178
1.1,1.5,0.45,4.029701260222022,4.6494790776568875,-0.7066797466915566,12.395556348697315,15.000060394321329,25.208913296666474,0.10031882079738771
1.2000000000000002,1.3,0.45,3.9725606226761903,4.603186107840257,-1.5321124294877142,12.612509703281331,14.330551799208106,23.816274434449156,0.10076888712316827
1.1,1.45,0.45,3.948798438297037,4.553019716018192,-0.670150345371907,12.084425554423108,14.416619781364929,24.31352705056565,0.1002742951267612
1.1500000000000001,1.35,0.45,3.9478031850064172,4.577832411336626,-1.7468834962984912,12.600584526604177,14.471146291709134,23.676836548680537,0.10106889226444471
1.1500000000000001,1.8,0.45,3.9396283498771703,4.684298395941269,-2.1132161932823337,14.893400921281978,19.361630520493325,28.634910684962193,0.10128151652405513
1.25,1.2,0.45,3.869369313982851,4.499123567352371,-0.4499285603455351,12.595085067390402,13.88764116037551,22.291329837730416,0.10046070977757596
1.3,1.75,0.45,3.845305533011861,4.650415147917725,0.2209129085050181,16.102192298117274,21.268133634447167,28.95938940373359,0.10145284576813444
1.3,1.2,0.45,3.8418415213187966,4.503053092320755,0.18166507201802992,13.224231420039171,14.532659507087567,23.30130428638749,0.10152584007019788
1.1,1.4,0.45,3.840892801696384,4.428055465488098,-0.634651636457642,11.74325327583428,13.804985827919486,23.35515440332465,0.10026911649833976
1.1500000000000001,1.3,0.45,3.7731811163607385,4.380376389642206,-1.6756474774538217,12.14390546562934,13.747956136930865,22.52281501746751,0.1010289499159513
1.2000000000000002,1.25,0.45,3.7342199548704347,4.339773883351351,-1.4719838807028518,12.111078569618332,13.549020291229164,22.51712820221482,0.10084850132017739
1.1,1.35,0.45,3.6992024861110298,4.267693565159098,-0.6008232151697951,11.36982158096136,13.163932969148973,22.32883285756569,0.10031006783434941
1.3,1.8,0.45,3.627545921930082,4.433793672295639,0.22266633385774517,16.124955007311147,21.66767904313476,28.953400593362343,0.10138625527420542
1.1500000000000001,1.25,0.45,3.5414821217112564,4.123749795490249,-1.6000473408999476,11.64535347557985,12.98766368788112,21.281511560906797,0.10099876529082974
1.1,1.3,0.45,3.516324295852896,4.06438445773704,-0.5692054942791995,10.961203237682874,12.491909669320956,21.228165724001567,0.10040122236993304
1.2000000000000002,1.2,0.45,3.429963487600539,4.008076165162573,-1.4035764917670064,11.562253551240687,12.730201036524752,21.11854974718885,0.10095147739102223
1.0,1.6,0.45,3.3486675007956777,3.932008285966668,-0.005400092439931844,11.6668157034198,14.316644424106599,23.714406832784245,0.1012499999993111
1.0,1.55,0.45,3.3434761714331924,3.915054931566898,-0.004441307536294517,11.431575202674106,13.847130359048887,22.996265860170734,0.10124999999929621
1.0,1.65,0.45,3.3389009208059957,3.9328342103470035,-0.006338068031576464,11.878665790820161,14.76298587844385,24.389640242809726,0.10124999999932625
1.0,1.5,0.45,3.320315937477109,3.878846311229282,-0.0034767395591557035,11.170607475043456,13.352983778960503,22.232608849172394,0.10124999999928247
1.0,1.7000000000000002,0.45,3.3171556249796046,3.920620113137914,-0.007238960415267078,12.069289763166191,15.187188489493895,25.02478592449216,0.10124999999934103
1.0,1.75,0.45,3.2854078426295716,3.897410980182927,-0.008092477880069055,12.24006275106711,15.590122994737737,25.62243600199632,0.10124999999935487
1.1,1.25,0.45,3.2845149856098033,3.810232577218595,-0.540270420341521,10.514351832175839,11.788150518811264,20.045440543671653,0.1005418124277651
1.0,1.45,0.45,3.2754351091573546,3.8195177883853493,-0.0025280154302978796,10.88165358455989,12.83264112645249,21.41943060940033,0.101249999999271
1.05,1.55,0.45,3.2660176175019555,3.861262804844265,0.10375987461786584,11.904903746846186,14.47579278683985,24.52689844052085,0.10130927319763824
1.05,1.6,0.45,3.2604815907804934,3.8671732001535615,0.0813345329179389,12.133832187461364,14.960815257068234,25.279218872704018,0.10123437533495087
1.05,1.5,0.45,3.255864614667871,3.838325445246194,0.12451627714582325,11.649216611566459,13.965835048773686,23.724974798908345,0.10140540770527197
1.0,1.8,0.45,3.2451832894353694,3.8648163176144386,-0.0088929405861345,12.392660563581385,15.972698187241171,26.184753565577182,0.10124999999936737
1.1500000000000001,1.2,0.45,3.2442957194746063,3.7993847575646598,-1.5202950393755212,11.101780761801065,12.190589882003774,19.94689084899894,0.10098478437720486
1.05,1.65,0.45,3.242489343000949,3.8594370090109744,0.05782027713350423,12.338953320200511,15.422425160208745,25.98604307466268,0.10118237366783414
1.05,1.45,0.45,3.2262697216876823,3.7944695425838084,0.14297802663865028,11.363996417922525,13.429199033171177,22.86919636123003,0.1015190255697545
1.05,1.7000000000000002,0.45,3.2149084788495523,3.84105036692937,0.03376356951653906,12.522837761596355,15.861567091200438,26.647430876199483,0.10115337618631476
1.0,1.4,0.45,3.2034125662319792,3.731563140128482,-0.0016207916324187863,10.56301147793006,12.285118120712267,20.55191845740354,0.10124999999926294
1.05,1.75,0.45,3.178332317277509,3.8126537363380133,0.009703655156948116,12.686428381210089,16.278386253134762,27.20839860926487,0.10114640550665746
1.05,1.4,0.45,3.1714469979201305,3.723804591834951,0.15844509819731503,11.047151878296413,12.864820890812426,21.95540494030327,0.10164370338538205
1.05,1.8,0.45,3.1297855443883655,3.7711627235509915,-0.013693732411863797,12.827543583252519,16.670675037666264,27.635014443828357,0.10115977653640604
1.0,1.35,0.45,3.0981120023429956,3.6087422733841388,-0.0007924917817711805,10.212605420822866,11.709002076851517,19.625098396613655,0.10124999999925965
1.05,1.35,0.45,3.0846117628355465,3.6194207613116958,0.17029070394073673,10.696179969522984,12.271134191991859,20.978625690297097,0.1017698285317255
1.1,1.2,0.45,2.9966315784336097,3.497939262833229,-0.5143573949968553,10.026153687992384,11.053459280785942,18.77486544223155,0.1007236063621214
1.05,1.3,0.45,2.958310931475936,3.473720938331177,0.17796185024327377,10.308200137104818,11.646380377536982,19.931942328306235,0.10188430683979106
1.0,1.3,0.45,2.9528553222398624,3.44426622116609,-7.924149260876827e-05,9.828217978524554,11.102938484542975,18.63281566239326,0.10124999999926229
1.05,1.25,0.45,2.784728368435009,3.2787388629983525,0.18095096162117502,9.880209891266869,10.989415543807535,18.808084192000564,0.10197077849917247
0.9500000000000001,1.55,0.45,2.7792099348936707,3.2959764053073597,-0.8370913066899317,10.335329408273783,12.515555375741693,21.458057122978104,0.10131604165115592
0.9500000000000001,1.5,0.45,2.7730074897248578,3.278334900524321,-0.8047284643487846,10.106548215989259,12.06739346420877,20.73445233387169,0.10142234239608251
0.9500000000000001,1.6,0.45,2.770547884925775,3.2975148969313075,-0.8688299974968335,10.53934024011065,12.94127528333971,22.139148831096204,0.10123319847768646
1.0,1.25,0.45,2.7608328685964008,3.2311984321512264,0.0004868047750851474,9.40731127109651,10.466161081498512,17.568199300735564,0.10124999999927184
0.8500000000000001,1.65,0.45,2.750302514178287,3.223874331435465,0.5081765436259522,9.471436345143566,11.713351095620894,19.54688592184208,0.10128157016767131
0.8500000000000001,1.6,0.45,2.75008122434858,3.2143401058071928,0.5214768811174003,9.285177629172258,11.34741432959386,18.976821073364487,0.10125697289692293
0.9500000000000001,1.65,0.45,2.749707499941676,3.285750926263303,-0.8998820027336496,10.720868526432541,13.345941621586812,22.780804173247027,0.10117565175018421
0.9500000000000001,1.45,0.45,2.7483567605737096,3.2408973602696025,-0.7718109631300335,9.850811993917855,11.595398686598472,19.96457919717291,0.10154794737655716
0.8500000000000001,1.7000000000000002,0.45,2.7394291604585006,3.221444243853899,0.4913074054586329,9.640301667907966,12.06113264333592,20.085287256903406,0.10129531807847104
0.8500000000000001,1.55,0.45,2.7366787825019165,3.1906833986738765,0.5307114975300836,9.080092323439196,10.962210739761433,18.3730994883476,0.10122158071141993
0.8500000000000001,1.75,0.45,2.719528119990776,3.209189824557457,0.4713032162161941,9.79323409133362,12.391540006897575,20.59387825203277,0.10129867484908148
0.9500000000000001,1.7000000000000002,0.45,2.719391249842183,3.2634917323061625,-0.9302013772351809,10.882009649279594,13.730530112571973,23.385591572998514,0.10114352491498105
0.8500000000000001,1.5,0.45,2.7075424517206526,3.15026811867211,0.5353742377667964,8.85451333902915,10.556438826193933,17.73274083330056,0.10117618061076089
0.9500000000000001,1.4,0.45,2.7002152988835615,3.178528906369199,-0.7384442021050592,9.566272149712747,11.09866403578249,19.14401262667251,0.10168575214195104
0.8500000000000001,1.8,0.45,2.691978075538569,3.188558556657201,0.4486025024371185,9.931609622372639,12.705458826527353,21.074517875224398,0.10129243317410434
0.9500000000000001,1.75,0.45,2.681535831899916,3.232749987816675,-0.9597374376408757,11.024283118335186,14.095907882658091,23.95544247834446,0.10113574116004889
0.8500000000000001,1.45,0.45,2.659256875379436,3.089600892174481,0.5349118697256268,8.606880335900891,10.128981143327035,17.0523513444705,0.10112254778633047
0.9500000000000001,1.8,0.45,2.63754376458162,3.1950158684259278,-0.988449827423708,11.149442076886153,14.442963270741323,24.492122305479022,0.10115044082552604
0.9500000000000001,1.35,0.45,2.6229992126174957,3.085540100730369,-0.7047375991935103,9.250817762257466,10.57587450894837,18.267916171708155,0.10182512803748106
0.8500000000000001,1.4,0.45,2.5874820075775746,3.0042649099361647,0.5287708306528565,8.335658047171798,9.678951461501029,16.32844666493046,0.10106371724048069
0.9,1.5,0.45,2.5836793100226663,3.0774775143986584,-0.7208113511938994,9.87596408751984,11.650909306815734,19.242800267089212,0.10238783662726214
0.9,1.45,0.45,2.576201375585706,3.0569253956271227,-0.6869322982865975,9.61448040082834,11.197100598301379,18.517436328720233,0.10244206090935325
0.9,1.55,0.45,2.57008281849686,3.075575385511395,-0.7547153327307863,10.109851340290707,12.080131701215086,19.924968727202998,0.1022951866106806
1.05,1.2,0.45,2.5565420605112052,3.0270066431756373,0.17878651251787173,9.409291653288637,10.300655240505307,17.601721736790374,0.10201076510921037
0.9,1.4,0.45,2.542545263644369,3.0087316082618343,-0.6535850644525456,9.323726892349306,10.717500128127472,17.74462467827128,0.10244817544611591
0.9,1.6,0.45,2.5393479817866256,3.05524914090286,-0.7882389223513109,10.318023182324682,12.486267166921994,20.567512767869957,0.10217392359487244
1.0,1.2,0.45,2.515998831448528,2.963373903427481,0.0008783180411513361,8.947501439579058,9.79950052592292,16.427562806620337,0.10124999999928844
0.9500000000000001,1.3,0.45,2.5106174234078935,2.9557300299586804,-0.6707848823241985,8.902252131015732,10.025828002718804,17.330752931499955,0.10195160006452925
0.9,1.65,0.45,2.4945119823641013,3.0196387166800625,-0.8210763279811429,10.502534686319224,12.87092168289539,21.173563846727042,0.10203320337988785
0.8500000000000001,1.35,0.45,2.4875199196266706,2.8894835640195065,0.5165079286132639,8.039272887856713,9.205345937094284,15.556659232446975,0.10100422816290616
0.9,1.35,0.45,2.477138361816215,2.9272398135447837,-0.6212092627277531,9.002029034571374,10.210643655339183,16.919508785781552,0.10239790659145555
0.9,1.7000000000000002,0.45,2.4382622256476534,2.9715211037557068,-0.8529957016009923,10.665177562161066,13.235370307191726,21.74537662895846,0.10188110150058073
0.9,1.3,0.45,2.3739386647362695,2.8063226734847357,-0.5902006731636084,8.647680174969324,9.675267699733748,16.03727518623421,0.10228629852937578
0.9,1.75,0.45,2.3730468633341046,2.9134306238789716,-0.8838261974451221,10.807675210897338,13.580624108745326,22.284940040852003,0.10172443777199851
0.9500000000000001,1.25,0.45,2.3568182519309824,2.7827298525981248,-0.6366432594094655,8.518232013342844,9.447837540430196,16.326966745801442,0.10204708683340652
0.8500000000000001,1.3,0.45,2.35438765367919,2.7401958325920224,0.4977771850637537,7.716163578256653,8.707485609897738,14.732879209346695,0.10095026104061688
0.9,1.8,0.45,2.3005160542735297,2.8471317263846068,-0.9134334286035163,10.932313442221544,13.907749985789419,22.79402423885866,0.10156875980854115
0.8,1.55,0.45,2.2546310265740432,2.6700696877116483,1.3541001556173873,8.308773222752105,9.948711843185519,16.818832729649436,0.10197666905568746
0.8,1.6,0.45,2.247848075226461,2.672674308950214,1.3751952668304142,8.496524674475062,10.297036593818781,17.38254380374602,0.10189240134345091
0.8,1.5,0.45,2.2472589521716695,2.652319411747807,1.328422998407083,8.101209191522745,9.581042229763938,16.22144891673207,0.10204102980004719
0.8,1.65,0.45,2.2293793155938397,2.6626798280999835,1.3921268326223557,8.66601025012287,10.627292466510829,17.91534686826892,0.10179459157694214
0.9,1.25,0.45,2.2268562410519626,2.639802231835416,-0.5608643070603727,8.258919815669074,9.11074010774333,15.093801319242312,0.10211431772501085
0.8,1.45,0.45,2.2224251807280515,2.6160417532799376,1.297713083726512,7.8723314510377165,9.192961218403644,15.587809693189907,0.10207866315894305
0.8,1.7000000000000002,0.45,2.201248135431309,2.6421808535212317,1.405321981192182,8.818654361798457,10.940610257251732,18.419070042709336,0.10168885450513963
0.8500000000000001,1.25,0.45,2.1832577243083016,2.5514926495057084,0.4723655942813495,7.3646985039481345,8.18541289381763,13.853282819736567,0.10090953465847605
0.8,1.4,0.45,2.1760304361461253,2.5570609425851214,1.2615326456465616,7.62061012877992,8.783547763478362,14.914424941706798,0.10208283981501008
0.8,1.75,0.45,2.165239421860895,2.6130334688092427,1.4151815718904284,8.955880938966958,11.237894187358233,18.895605611612062,0.10157993244178375
0.9500000000000001,1.2,0.45,2.156012509494556,2.5608360153945764,-0.6022884428650893,8.09647011800041,8.842529363766152,15.25350229305086,0.10209116997790117
0.8,1.8,0.45,2.122936140552397,2.5768902180390483,1.4220871298016458,9.079081549733024,11.51987794494518,19.3463009461943,0.10147168358018373
0.8,1.35,0.45,2.103621581674555,2.4708510412595897,1.2195269019610127,7.344589191700691,8.351831125921553,14.19764243252748,0.10204781296986205
0.9,1.2,0.45,2.030686428214798,2.4223864919376474,-0.5333489083648728,7.834001274456983,8.517741257865506,14.086671814965895,0.10189205689525871
0.8,1.3,0.45,2.0004605488550378,2.3526040419214276,1.1713770335307976,7.042869861327795,7.897167645616921,13.433616070975136,0.10197014475493855
0.8500000000000001,1.2,0.45,1.9702784556530961,2.3194401099439315,0.44024705422079174,6.983233085816704,7.640499755015563,12.91616887594245,0.10089076349014639
0.8,1.25,0.45,1.8619005219653866,2.1976027498233757,1.116784735885096,6.71404455715978,7.4195923798756,12.619257159678915,0.10185051694285577
0.8,1.2,0.45,1.6843797798445979,2.002215602106284,1.0554587108920328,6.3567164452337215,6.920440280058571,11.753603199971103,0.1016959579389888
